age,S,S_new,Sgrad,H,H_new,Hgrad,dH,population,C,Cdot,L,SL,W,dW,Y,A,Sav,discount,Wgrad,Wacc,Z,zc,uc,ul,V,v,WTP,WTP_H,WTP_S,WTP_W,q
10.0,0.990229560457469,0.990229560457469,0.0,0.95245716,0.95245716,0.0,-0.004555328347065109,0.0,2598.848203759619,0.0,4000.0,0.8002668627941099,6.285348951962402,0.0,0.0,0.0,-2598.848203759619,0.8203482998751549,0.0,0.0,3651.0146215843893,0.28059684413221536,1.2719276953644828e-6,3.311067669646883e-6,1.4768827111500328e7,35571.578385516616,0.0,0.0,0.0,0.0,0.0
11.0,0.9901002438243766,0.9901002438243766,0.0,0.94809855,0.94809855,0.0,-0.00457617432368301,0.0,3139.0867247722,0.0,4000.0,0.7898891916136838,6.285348951962402,0.0,0.0,0.0,-3139.0867247722,0.8042630390932891,0.0,0.0,3795.0639402042298,0.2540178154561608,1.0865145103893095e-6,3.205506273697716e-6,1.5029883435031991e7,42128.86034930479,0.0,0.0,0.0,0.0,0.0
12.0,0.9899655392604599,0.9899655392604599,0.0,0.9437399399999999,0.9437399399999999,0.0,-0.004597211967047139,2.1393676e7,3791.6279417112473,0.0,4000.0,0.7791211433142405,6.285348951962402,0.0,0.0,0.0,-3791.6279417112473,0.788493175581656,0.0,0.0,3952.681606067741,0.23026093472584766,9.265791303347786e-7,3.0981260428249862e-6,1.5289589836890653e7,49995.64340617474,0.0,0.0,0.0,0.0,0.0
13.0,0.9898254489400096,0.9898254489400096,0.0,0.9362396820000001,0.9362396820000001,0.0,-0.00794737796092414,0.0,4579.816904997664,0.0,4000.0,0.7679633515495773,6.285348951962402,0.0,0.0,0.0,-4579.816904997664,0.7730325250800548,0.0,0.0,4125.378330679027,0.20901249576073364,7.88817571934643e-7,2.9891562173080536e-6,1.5546586079414245e7,59454.16262288514,0.0,0.0,0.0,0.0,0.0
14.0,0.9896129207661529,0.9896129207661529,0.0,0.928739424,0.928739424,0.0,-0.008011044761505945,0.0,5531.851543913883,0.0,4000.0,0.7564181338441169,6.285348951962402,0.0,0.0,0.0,-5531.851543913883,0.757875024588289,0.0,0.0,4314.861228920622,0.18999460524216016,6.703336489869393e-7,2.878846600047534e-6,1.580026707439547e7,70851.77160793278,0.0,0.0,0.0,0.0,0.0
15.0,0.9893279961047712,0.9893279961047712,0.0,0.9212391660000001,0.9212391660000001,0.0,-0.008075739875127634,0.0,6681.791464307025,0.0,4000.0,0.7444895964117236,6.285348951962402,0.0,0.0,0.0,-6681.791464307025,0.7430147299885186,0.0,0.0,4523.062656436811,0.1729610346229338,5.685901980665632e-7,2.7674662927854845e-6,1.6048624252667643e7,84616.87260473474,0.0,0.0,0.0,0.0,0.0
16.0,0.9889707322146991,0.9889707322146991,0.0,0.913738908,0.913738908,0.0,-0.00814148841778628,0.0,8070.776451259965,0.0,4000.0,0.7321837278566958,6.285348951962402,0.0,0.0,0.0,-8070.776451259965,0.7284458137142339,0.0,0.0,4752.173679864011,0.15769355615345027,4.813660868410429e-7,2.6553020404469378e-6,1.6289169835861769e7,101278.94105460844,0.0,0.0,0.0,0.0,0.0
17.0,0.98854120222871,0.98854120222871,0.0,0.90623865,0.90623865,0.0,-0.008208316330117336,2.1636731e7,9238.241207868326,0.0,4000.0,0.7231536695934347,6.285348951962402,0.0,0.0,0.0,-9238.241207868326,0.7141625624649351,0.0,0.0,4930.263710772491,0.1477473239280108,4.267901613251508e-7,2.57475273567971e-6,1.6518823171617342e7,115333.64473093773,0.0,0.0,0.0,0.0,0.0
18.0,0.9880394951286937,0.9880394951286937,0.0,0.8997098000000001,0.8997098000000001,0.0,-0.007204338503991106,0.0,10353.644428668662,0.0,4000.0,0.7153904510899505,6.285348951962402,0.0,0.0,0.0,-10353.644428668662,0.7001593749656226,0.0,0.0,5090.573953080415,0.13993391085246717,3.8527678867959334e-7,2.506685057187514e-6,1.6740055275475692e7,128814.19920347678,0.0,0.0,0.0,0.0,0.0
19.0,0.9874573608333065,0.9874573608333065,0.0,0.8931809500000001,0.8931809500000001,0.0,-0.007256617633819293,0.0,11417.892748411,0.0,4000.0,0.708623237918492,6.285348951962402,0.0,0.0,0.0,-11417.892748411,0.6864307597702183,0.0,0.0,5236.0529075770555,0.13362046534458735,3.526687191803717e-7,2.4482365970997366e-6,1.6953454554496218e7,141729.50920676292,0.0,0.0,0.0,0.0,0.0
20.0,0.9867949352336023,0.9867949352336023,0.0,0.8866521,0.8866521,0.0,-0.007309661049085328,0.0,40139.95426072837,0.0,4000.0,0.6141154144900453,6.285348951962402,0.0,0.0,-26656.329606416413,-40139.95426072837,0.6729713331080571,0.0,0.0,8003.903021202886,0.07694534925817088,1.074557472067487e-7,1.7160861970333284e-6,1.7159470800439175e7,511663.29965512553,0.0,0.0,0.0,0.0,0.0
21.0,0.9860523738210699,0.9860523738210699,0.0,0.88012325,0.88012325,0.0,-0.007363485633203858,0.0,39840.12531714921,-0.00746958857081954,4000.0,0.6147145625724005,6.285348951962402,0.0,0.0,-52575.25978551764,-39840.12531714921,0.659775816772605,0.0,0.0,7980.797377803131,0.07718060584022135,1.0825270472948512e-7,1.7202452524720448e-6,1.699355126754016e7,507602.02475569525,0.0,0.0,0.0,0.0,0.0
22.0,0.9852298516268961,0.9852298516268961,0.0,0.8735944,0.8735944,0.0,-0.00741810877056143,2.1604652e7,39540.175777631615,-0.007528830221537618,4000.0,0.6153181288178144,12.1668560235614,0.9357486937559261,0.0,-77773.6257479539,-39540.175777631615,0.6468390360515734,0.0,0.0,7957.611452193344,0.0774186963858227,1.0906157350518662e-7,1.7244410570515482e-6,1.682970684036008e7,503542.96669677115,0.0,0.0,0.0,0.0,0.0
23.0,0.9843275631532825,0.9843275631532825,0.0,0.8710437200000001,0.8710437200000001,0.0,-0.0029197531486006736,0.0,39422.94494461014,-0.002964853613215189,4000.0,0.6155551720943361,15.607317108173113,0.2827732224289645,0.0,-102382.10405145072,-39422.94494461014,0.634155917697621,0.0,0.0,7948.530099374977,0.0775125067508429,1.0938091384369464e-7,1.7260905776367866e-6,1.6667951914853059e7,501957.5930475729,0.0,0.0,0.0,0.0,0.0
24.0,0.9833908953920517,0.9833908953920517,0.0,0.8684930399999999,0.8684930399999999,0.0,-0.0029283030707116953,0.0,42543.02097776713,0.07914365701346625,3524.85076036388,0.5992586903123694,18.048363095160397,0.15640394630727256,8575.666001342071,-123149.58356317213,-33967.354976425064,0.6217214879388442,0.0,0.0,7584.263615703501,0.07144127672460329,1.0816308792395079e-7,1.9521666843452227e-6,1.650502007769396e7,508586.46572767076,0.0,0.0,0.0,0.0,0.0
25.0,0.9824199468302959,0.9824199468302959,0.0,0.86594236,0.86594236,0.0,-0.002936903213409651,0.0,44712.59555429913,0.050997191235333486,3186.8602781558016,0.5870050975873659,19.94178546178681,0.10490825991494643,16215.457883474008,-140214.10519106104,-28497.13767082512,0.6095308705282786,0.0,0.0,7290.139112780103,0.06733651343950342,1.0817998130418262e-7,2.157301978428118e-6,1.6332488125852099e7,509731.85740288015,0.0,0.0,0.0,0.0,0.0
26.0,0.981414819543189,0.981414819543189,0.0,0.8633916799999999,0.8633916799999999,0.0,-0.00294555402047792,0.0,46339.90688600451,0.03639491985494717,2950.6883490709624,0.5777559215297465,21.488824179772113,0.0775777435250116,22548.473576600496,-154167.14240736718,-23791.433309404012,0.5975792848316456,0.0,0.0,7075.296076968435,0.06446931106859899,1.0832684680215273e-7,2.3278165648805686e-6,1.6155740552988501e7,510449.3886061753,0.0,0.0,0.0,0.0,0.0
27.0,0.9803756191760975,0.9803756191760975,0.0,0.860841,0.860841,0.0,-0.002954255940942026,2.2917137e7,47621.35248800081,0.027653176022745113,2773.6160055582277,0.5704021239665652,22.796826778532452,0.06086897020599153,27957.66348525379,-165461.27446897334,-19663.68900274702,0.5858620439525937,0.0,0.0,6908.132975961036,0.06231908794646625,1.0853756035397448e-7,2.4743119623540676e-6,1.5975112712462924e7,510905.3098055664,0.0,0.0,0.0,0.0,0.0
28.0,0.9793024549260689,0.9793024549260689,0.0,0.860238,0.860238,0.0,-0.0007004777885811901,0.0,48736.31961822836,0.023413176484403483,2638.2067730310173,0.5643418663532613,23.929870166759393,0.049701802765546164,32587.535115340062,-174544.74628497098,-16148.784502888295,0.5743745528946996,0.0,0.0,6782.2802359994685,0.060627383697220184,1.0854385247330917e-7,2.5974402970861736e-6,1.5790776861438777e7,512342.0682128791,0.0,0.0,0.0,0.0,0.0
29.0,0.9781908653576241,0.9781908653576241,0.0,0.8596349999999999,0.8596349999999999,0.0,-0.0007009688016572393,0.0,49681.11932908648,0.019385947036196498,2528.3274538049736,0.5592148697467412,24.929285264383825,0.041764334309373055,36687.744719857896,-181701.90390261632,-12993.374609228587,0.5631123067595095,0.0,0.0,6678.066388086146,0.05924971905753931,1.0857008983403548e-7,2.7065747406524486e-6,1.5601712727978824e7,513631.19167612225,0.0,0.0,0.0,0.0,0.0
